0.04724  	0.15514  	0.06070  	-0.2089  	0.04105  	-0.4802  	0.41012  	-0.0012  	0.19479  	-0.1899  	-0.0651  	-1.0441  	0.38616  	-0.6862  	0.27647  	-0.2656  	-0.1092  	-0.2790  	-0.2439  	-1.1644  	0.06518  	0.56865  	0.51314  	0.19557  	-0.1181  	-0.2401  	0.91119  	-1.1076  	0.05904  	0.26204  	-0.0615  	0.03434  	0.58180  	-0.0675  	-0.1327  	-0.0732  	0.45860  	0.05880  	-0.0797  	-0.0340  	-0.2822  	-0.0667  	0.00119  	-0.0701  	-0.0183  	-0.0176  	-0.0025  	0.08267  	0.03608  	-0.0830  	-0.0304  	-0.0375  	0.04076  	0.01265  	-0.0218  	-0.0124  	-0.0029  	-0.0169  	-0.0404  	0.02573  	-0.0591  	-0.0591  	0.03822  	0.03244  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.1204  	0.10795  	-0.0945  	-0.3670  	-0.0165  	-0.7340  	0.37943  	-0.1264  	0.13219  	-0.0534  	-0.0643  	-1.0871  	0.42338  	-0.7204  	0.06393  	-0.3065  	-0.1431  	-0.1851  	-0.2712  	-1.0766  	-0.1466  	0.50860  	0.40204  	0.15096  	-0.0717  	-0.2138  	0.79079  	-0.9394  	0.18850  	0.27870  	-0.0311  	0.00329  	0.59545  	-0.0679  	-0.2210  	-0.0183  	0.31968  	-0.0055  	0.00720  	0.01047  	-0.2259  	-0.0627  	-0.0017  	-0.0812  	-0.0265  	-0.0089  	-0.0030  	0.09554  	0.03045  	-0.0697  	-0.0256  	-0.0436  	0.03806  	0.00828  	-0.0227  	-0.0230  	-0.0023  	-0.0158  	-0.0341  	0.01759  	-0.0620  	-0.0638  	0.03568  	0.03038  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.5308  	-0.0232  	-0.3417  	-0.5891  	0.01194  	-1.0002  	0.40204  	-0.2589  	0.06366  	0.04347  	-0.0075  	-1.1262  	0.33095  	-0.8780  	-0.1006  	-0.4899  	-0.1640  	-0.1473  	-0.2535  	-1.0254  	-0.3014  	0.53576  	0.39567  	0.09584  	-0.0727  	-0.2024  	0.70503  	-0.8277  	0.32518  	0.27140  	-0.0486  	-0.0617  	0.54333  	-0.0659  	-0.2756  	0.08745  	0.20932  	-0.0436  	-0.0038  	0.04619  	-0.2129  	-0.0528  	-0.0150  	-0.0668  	-0.0201  	-0.0243  	0.00469  	0.07963  	0.02773  	-0.0872  	-0.0185  	-0.0416  	0.03235  	0.00445  	-0.0258  	-0.0338  	0.01948  	-0.0142  	-0.0340  	0.01795  	-0.0713  	-0.0667  	0.04417  	0.03254  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.8215  	-0.1177  	-0.4578  	-0.7523  	-0.0610  	-1.1116  	0.38831  	-0.3096  	0.01979  	0.03634  	0.06212  	-1.1034  	0.27184  	-1.0746  	-0.2113  	-0.5359  	-0.1341  	-0.1499  	-0.2157  	-0.9984  	-0.2974  	0.53089  	0.42495  	0.09292  	-0.1242  	-0.1758  	0.67836  	-0.8286  	0.34187  	0.25682  	-0.0285  	-0.0579  	0.52644  	-0.0563  	-0.3745  	0.07848  	0.18407  	-0.0407  	0.01584  	0.04670  	-0.2170  	-0.0428  	-0.0326  	-0.0840  	-0.0016  	-0.0229  	0.00041  	0.06958  	0.02424  	-0.0876  	-0.0283  	-0.0378  	0.03297  	0.01027  	-0.0213  	-0.0366  	0.01670  	-0.0174  	-0.0366  	0.02491  	-0.0620  	-0.0602  	0.03752  	0.02620  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.6593  	-0.0733  	-0.4371  	-0.5049  	0.03161  	-0.9915  	0.37264  	-0.2389  	0.03040  	0.01816  	0.00197  	-1.0283  	0.31862  	-0.9808  	-0.0427  	-0.5557  	-0.1616  	-0.1267  	-0.2431  	-1.0102  	-0.2957  	0.53999  	0.41836  	0.08872  	-0.0850  	-0.1957  	0.67255  	-0.7709  	0.34568  	0.29709  	-0.0305  	-0.0663  	0.52076  	-0.0655  	-0.3484  	0.07910  	0.15310  	-0.0632  	0.04178  	0.07331  	-0.2355  	-0.0462  	-0.0484  	-0.0784  	-0.0031  	-0.0203  	0.00242  	0.05774  	0.02287  	-0.0818  	-0.0127  	-0.0397  	0.03235  	0.00864  	-0.0243  	-0.0371  	0.01828  	-0.0159  	-0.0353  	0.02513  	-0.0653  	-0.0637  	0.03113  	0.02836  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.4463  	0.03912  	-0.2463  	-0.4591  	0.04954  	-0.8159  	0.36328  	-0.2208  	0.05538  	-0.0662  	-0.1841  	-1.0010  	0.36623  	-0.8557  	0.09380  	-0.5234  	-0.1642  	-0.1373  	-0.2597  	-1.0362  	-0.2514  	0.56660  	0.42914  	0.04309  	-0.0760  	-0.1953  	0.65029  	-0.7364  	0.37493  	0.31072  	-0.0032  	-0.0801  	0.51815  	-0.0570  	-0.3406  	0.05188  	0.17272  	-0.0762  	0.03812  	0.06226  	-0.1929  	-0.0757  	-0.0088  	-0.0659  	-0.0214  	-0.0171  	0.00488  	0.07246  	0.02146  	-0.0884  	-0.0157  	-0.0480  	0.03564  	-0.0007  	-0.0321  	-0.0212  	0.01372  	-0.0228  	-0.0371  	0.01875  	-0.0651  	-0.0656  	0.03040  	0.03052  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.4164  	0.04654  	-0.2840  	-0.2994  	0.19754  	-0.8041  	0.37855  	-0.2685  	0.05972  	-0.0749  	-0.3050  	-0.9906  	0.36006  	-0.9037  	0.17088  	-0.4719  	-0.1503  	-0.1131  	-0.2297  	-1.0143  	-0.3741  	0.54282  	0.36909  	0.01190  	-0.0538  	-0.1837  	0.61553  	-0.6768  	0.45829  	0.32425  	-0.0339  	-0.0673  	0.53057  	-0.0417  	-0.3184  	0.06612  	0.11095  	-0.0576  	0.05717  	0.07312  	-0.2010  	-0.0811  	-0.0038  	-0.0603  	-0.0219  	-0.0230  	0.00919  	0.06485  	0.03299  	-0.0844  	-0.0100  	-0.0454  	0.03206  	-0.0018  	-0.0167  	-0.0325  	0.02048  	-0.0108  	-0.0315  	0.01523  	-0.0689  	-0.0622  	0.04677  	0.03245  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.5101  	-0.0325  	-0.3689  	-0.3193  	0.21890  	-0.8684  	0.42791  	-0.2929  	0.06058  	-0.0176  	-0.1962  	-1.0180  	0.35150  	-0.8964  	0.09158  	-0.4964  	-0.1732  	-0.1264  	-0.2478  	-1.0063  	-0.3430  	0.53367  	0.31192  	0.05240  	-0.0151  	-0.2083  	0.65503  	-0.6981  	0.43657  	0.32207  	-0.0436  	-0.0696  	0.55014  	-0.0379  	-0.2758  	0.08429  	0.13733  	-0.0807  	0.02590  	0.08450  	-0.2424  	-0.0453  	-0.0295  	-0.0730  	-0.0092  	-0.0235  	0.00585  	0.05848  	0.03662  	-0.0926  	-0.0087  	-0.0475  	0.02998  	0.00104  	-0.0208  	-0.0272  	0.02217  	-0.0048  	-0.0323  	0.01917  	-0.0731  	-0.0676  	0.04661  	0.03408  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.5792  	-0.0404  	-0.4290  	-0.2989  	0.20837  	-0.9090  	0.38192  	-0.2627  	0.04681  	-0.0543  	-0.0622  	-0.9759  	0.32222  	-0.9527  	0.06297  	-0.4958  	-0.1770  	-0.1619  	-0.2624  	-0.9744  	-0.2695  	0.52053  	0.31980  	0.08355  	-0.0471  	-0.2104  	0.70123  	-0.7195  	0.37003  	0.32217  	-0.0461  	-0.0589  	0.52772  	-0.0385  	-0.2503  	0.07867  	0.14714  	-0.0824  	0.02118  	0.07852  	-0.2822  	-0.0356  	-0.0701  	-0.0985  	0.00225  	-0.0247  	-0.0024  	0.05555  	0.02648  	-0.0885  	-0.0022  	-0.0449  	0.02665  	0.00797  	-0.0259  	-0.0259  	0.02866  	-0.0143  	-0.0321  	0.02490  	-0.0704  	-0.0719  	0.04190  	0.03308  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
-0.4417  	0.00735  	-0.4065  	-0.1654  	0.26452  	-0.8135  	0.39591  	-0.2018  	0.05981  	-0.0921  	-0.1252  	-0.9169  	0.34594  	-0.8455  	0.18715  	-0.4648  	-0.1706  	-0.1489  	-0.2489  	-0.9354  	-0.2899  	0.51603  	0.28814  	0.07269  	-0.0414  	-0.2269  	0.68909  	-0.6656  	0.39997  	0.31612  	-0.0611  	-0.0536  	0.54040  	-0.0448  	-0.2197  	0.06352  	0.12858  	-0.0770  	0.01984  	0.07990  	-0.2991  	-0.0288  	-0.0610  	-0.1015  	0.00033  	-0.0190  	0.00344  	0.06436  	0.02466  	-0.0935  	0.00085  	-0.0420  	0.02552  	0.00451  	-0.0288  	-0.0205  	0.02115  	-0.0202  	-0.0363  	0.02851  	-0.0683  	-0.0652  	0.03480  	0.02902  	0.07800  	0.01606  	0.01139  	-0.0003  	-0.0236  	-0.2505  	0.78974  	121.027  	118.792  	
